City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
292,Malakal,SS,9.5334,31.6605,78.39,15,59,6.46,broken clouds
293,Lata,PT,40.1629,-8.3327,61.36,39,56,6.06,broken clouds
294,San Giorgio Ionico,IT,40.4566,17.3787,55.06,76,52,4.72,broken clouds
295,Altay,CN,47.8667,88.1167,8.38,47,2,9.98,clear sky
296,Bodden Town,KY,19.2833,-81.25,82.99,65,20,5.01,few clouds
297,Necochea,AR,-38.5473,-58.7368,63.03,74,95,19.86,overcast clouds
298,Airai,TL,-8.9266,125.4092,61.59,92,68,0.96,broken clouds
299,Baykit,RU,61.67,96.37,-8.41,100,94,2.46,overcast clouds
300,Ewa Beach,US,21.3156,-158.0072,73.69,77,0,5.99,clear sky
301,Caravelas,BR,-17.7125,-39.2481,86.36,56,0,10.92,clear sky
302,Mnogovershinnyy,RU,53.9353,139.9242,-3.3,89,100,5.03,overcast clouds
303,Pangody,RU,65.85,74.4859,-20.7,100,66,2.91,broken clouds
304,Oranjemund,NA,-28.55,16.4333,69.75,64,47,13.73,scattered clouds
305,Constitucion,CL,-35.3333,-72.4167,72.52,54,3,7.2,clear sky
306,Namibe,AO,-15.1961,12.1522,76.01,66,86,14.36,overcast clouds
307,Fougamou,GA,-1.2154,10.5838,82.02,76,52,3.04,light rain
308,Isla Mujeres,MX,21.2311,-86.731,75.25,81,74,11.41,broken clouds
309,Trelew,AR,-43.249,-65.3051,79.34,24,29,14.58,scattered clouds
310,Calama,CL,-22.4667,-68.9333,75.69,9,20,14.97,few clouds
311,Aklavik,CA,68.2191,-135.0107,-15.88,95,100,16.46,light snow
312,Bairiki,KI,1.3292,172.9752,80.6,83,40,9.22,scattered clouds
313,Wyndham,US,37.6985,-77.6125,37.15,46,0,1.01,clear sky
314,Nakambala,ZM,-15.8324,27.7799,64.31,95,98,5.77,overcast clouds
315,Roald,NO,62.5833,6.1333,39.34,56,75,14.97,broken clouds
316,Boca Do Acre,BR,-8.7522,-67.3978,79.93,75,99,2.93,overcast clouds
317,Namwala,ZM,-15.7504,26.4384,65.55,98,100,3.4,overcast clouds
318,Saquena,PE,-4.6667,-73.5167,87.12,58,91,4.68,overcast clouds
319,Sobolevo,RU,54.4299,31.8996,30.11,93,99,12.17,overcast clouds
320,Tolaga Bay,NZ,-38.3667,178.3,64.96,97,100,11.74,light rain
321,Camacha,PT,33.0833,-16.3333,61.54,67,75,14.97,broken clouds
322,Miles City,US,46.4083,-105.8406,39.51,65,0,13.8,clear sky
323,San Policarpo,PH,12.1791,125.5072,79.65,80,24,16.44,few clouds
324,Aktas,KZ,49.7789,72.9608,4.75,74,4,10.78,clear sky
325,Krotovka,RU,53.2858,51.1686,22.8,98,100,2.46,light snow
326,Laguna,US,38.421,-121.4238,57.63,78,0,1.01,clear sky
327,Tura,IN,25.5198,90.2201,53.37,78,25,3.31,scattered clouds
328,Saint Anthony,US,45.0205,-93.218,23.67,83,100,5.99,overcast clouds
329,Boa Vista,BR,2.8197,-60.6733,87.78,51,75,11.5,broken clouds
330,Bonthe,SL,7.5264,-12.505,85.32,62,5,13.98,clear sky
331,Macklin,CA,52.3334,-109.9348,33.26,85,100,8.99,overcast clouds
332,Luby,CZ,50.2525,12.406,38.98,96,100,22.84,light rain
333,Rocha,UY,-34.4833,-54.3333,73.33,40,71,17.43,broken clouds
334,Derzhavinsk,KZ,51.1,66.3167,15.35,82,94,12.71,overcast clouds
335,Baft,IR,29.234,56.6057,41.32,45,0,4.0,clear sky
336,Chipata,ZM,-13.6333,32.65,64.33,98,100,2.08,moderate rain
337,Aksarka,RU,66.5606,67.7975,-17.32,100,53,6.15,broken clouds
338,Isangel,VU,-19.55,169.2667,79.2,90,100,13.42,heavy intensity rain
339,Kondinskoye,RU,59.6481,67.41,14.18,95,100,9.95,overcast clouds
340,Batemans Bay,AU,-35.7167,150.1833,63.19,88,97,7.54,overcast clouds
341,Panaba,MX,21.2833,-88.2667,79.75,57,28,11.92,scattered clouds
342,Ponta Do Sol,PT,32.6667,-17.1,65.12,53,11,12.06,few clouds
343,Chiungutwa,TZ,-10.8833,38.9833,74.64,86,99,1.25,moderate rain
344,Druzhba,UA,52.0428,33.9453,29.32,96,100,10.63,light snow
345,Ende,ID,-8.8432,121.6623,78.53,88,40,6.42,scattered clouds
346,Miquelon,PM,47.0975,-56.3814,19.4,60,96,26.64,overcast clouds
347,Sabang,ID,5.8933,95.3214,78.84,85,100,16.8,overcast clouds
